Keyword,Search Volume (US),CPC (US),Categories,Commercial Potential,Filtering
mini maglite parts,260,$0.27,Tools_&_Hardware,70.2,PASSED
craftsman leaf blower vac,390,$0.18,Home_Improvement,70.2,PASSED
echo chainsaw chain,260,$0.27,Tools_&_Hardware,70.2,PASSED
small gears,390,$0.18,Tools_&_Hardware,70.2,PASSED
chevy silverado 1500 parts,260,$0.27,Vehicles_&_Transportation,70.2,PASSED
doorbell parts,260,$0.27,Home_Improvement,70.2,PASSED
kem plastic playing cards,390,$0.18,Toys,70.2,PASSED
lenox outlet online,390,$0.18,Clothing_&_Shoes,70.2,PASSED
used stump grinders,390,$0.18,Home_Improvement,70.2,PASSED
topiary forms,390,$0.18,Home_Improvement,70.2,PASSED
1955 chevy belair parts,390,$0.18,Vehicles_&_Transportation,70.2,PASSED
bismarck battleship model,390,$0.18,Home_Furnishings,70.2,PASSED
thule snow chains,390,$0.18,Vehicles_&_Transportation,70.2,PASSED
freightliner parts catalog,140,$0.50,Vehicles_&_Transportation,70,PASSED
limoges france china,1000,$0.07,Home_Furnishings,70,PASSED
ceramic molds for sale,1000,$0.07,Home_Kitchenware,70,PASSED
franciscan china,1000,$0.07,Home_Furnishings,70,PASSED
outdoor gazebo kits,170,$0.41,Home_Improvement,69.7,PASSED
dodge ram truck topper,170,$0.41,Vehicles_&_Transportation,69.7,PASSED
dust collector parts,170,$0.41,Tools_&_Hardware,69.7,PASSED
baby nursery fabric,70,$0.99,Home_Furnishings,69.3,PASSED
delta scroll saw blades,210,$0.33,Home_Improvement,69.3,PASSED
greeting card factory,110,$0.63,Arts_&_Entertainment,69.3,PASSED
new balance shoes clearance,210,$0.33,Clothing_&_Shoes,69.3,PASSED
landpride parts,140,$0.49,Tools_&_Hardware,68.6,PASSED
diabetic chocolates,360,$0.19,Food_&_Drinks,68.4,PASSED
handicap scooter lift,90,$0.76,Home_Improvement,68.4,PASSED
wholesale maple syrup,110,$0.62,Food_&_Drinks,68.2,PASSED
scottish dance shoes,100,$0.68,Clothing_&_Shoes,68,PASSED
heating fuel oil tanks,50,$1.36,Home_Improvement,68,PASSED
cheap cupcake stand,260,$0.26,Home_Furnishings,67.60000000000001,PASSED
ceiling fan glass globes,260,$0.26,Home_Furnishings,67.60000000000001,PASSED
truck topper parts,260,$0.26,Home_Improvement,67.60000000000001,PASSED
mtd replacement parts,260,$0.26,Tools_&_Hardware,67.60000000000001,PASSED
encore lawn mower parts,260,$0.26,Home_Improvement,67.60000000000001,PASSED
headlight assembly parts,210,$0.32,Vehicles_&_Transportation,67.2,PASSED
isomers skincare,320,$0.21,Beauty_&_Fragrance,67.2,PASSED
replacement handles,480,$0.14,Tools_&_Hardware,67.2,PASSED
loft stairs ladders,480,$0.14,Home_Improvement,67.2,PASSED
irish clan tartans,320,$0.21,Arts_&_Entertainment,67.2,PASSED
horizontal engines,480,$0.14,Vehicles_&_Transportation,67.2,PASSED
cheap charger plates bulk,320,$0.21,Home_Furnishings,67.2,PASSED
flowering shrubs zone 6,480,$0.14,Home_Improvement,67.2,PASSED
norwex microfiber cloths,320,$0.21,Home_Kitchen,67.2,PASSED
discount dvd warehouse,320,$0.21,Electronics,67.2,PASSED
mill hill bead kits,320,$0.21,Arts_&_Entertainment,67.2,PASSED
infrared heat lamp bulb,210,$0.32,Home_Improvement,67.2,PASSED
edsal shelving parts,320,$0.21,Home_Improvement,67.2,PASSED
wood carving books,480,$0.14,Home_Improvement,67.2,PASSED
lga 2011 motherboard,480,$0.14,Computers_&_Computing,67.2,PASSED
boat rub rail kits,480,$0.14,Home_Improvement,67.2,PASSED
model ship display cases,480,$0.14,Home_Furnishings,67.2,PASSED
instrument cluster bulb,210,$0.32,Vehicles_&_Transportation,67.2,PASSED
generac service manuals,110,$0.61,Home_Improvement,67.1,PASSED
amd computer processors,110,$0.61,Computers_&_Computing,67.1,PASSED
paper wrapping,70,$0.95,Home_Furnishings,66.5,PASSED
used plows for sale,390,$0.17,Home_Improvement,66.30000000000001,PASSED
used electric piano,390,$0.17,Home_Improvement,66.30000000000001,PASSED
handmade amish quilt,390,$0.17,Home_Improvement,66.30000000000001,PASSED
rock cutting tools,390,$0.17,Tools_&_Hardware,66.30000000000001,PASSED
holmes workwear,390,$0.17,Clothing_&_Shoes,66.30000000000001,PASSED
effects of low hemoglobin,390,$0.17,Health_&_Wellness,66.30000000000001,PASSED
japanese print fabric,390,$0.17,Arts_&_Entertainment,66.30000000000001,PASSED
ikea tables dining,390,$0.17,Home_Furnishings,66.30000000000001,PASSED
used manufactured home,170,$0.39,Real_Estate,66.3,PASSED
dollar tree baskets,6600,$0.01,Home_Furnishings,66,PASSED
world series ticket,110,$0.60,Arts_&_Entertainment,66,PASSED
used scanner,70,$0.94,Office_Products,65.8,PASSED
char lynn power steering,210,$0.31,Vehicles_&_Transportation,65.1,PASSED
solid rubber balls,210,$0.31,Toys,65.1,PASSED
exhaust fan vent cover,210,$0.31,Home_Improvement,65.1,PASSED
van gogh coffee mug,210,$0.31,Home_Furnishings,65.1,PASSED
automotive bulb sockets,210,$0.31,Tools_&_Hardware,65.1,PASSED
new crate engines,210,$0.31,Vehicles_&_Transportation,65.1,PASSED
leer truck caps parts,260,$0.25,Home_Improvement,65,PASSED
custom trikes for sale,1300,$0.05,Vehicles_&_Transportation,65,PASSED
roux fanciful rinse,260,$0.25,Arts_&_Entertainment,65,PASSED
snow blower chains,260,$0.25,Tools_&_Hardware,65,PASSED
old gruen watches,1300,$0.05,Jewelry_&_Watches,65,PASSED
livestock troughs,590,$0.11,Tools_&_Hardware,64.9,PASSED
commemorative plates,590,$0.11,Home_Furnishings,64.9,PASSED
used fish finders,590,$0.11,Vehicles_&_Transportation,64.9,PASSED
girls kids costumes,80,$0.81,Kids_&_Teens_Lifestyle,64.80000000000001,PASSED
c band satellite dish,720,$0.09,Home_Improvement,64.8,PASSED
fram oil filter chart,720,$0.09,Home_Improvement,64.8,PASSED
c band satellite dishes,720,$0.09,Home_Improvement,64.8,PASSED
current postage stamp cost,720,$0.09,Business,64.8,PASSED
chisel plough,90,$0.72,Tools_&_Hardware,64.8,PASSED
cheap chair sashes,90,$0.72,Home_Furnishings,64.8,PASSED
model cars parts,720,$0.09,Vehicles_&_Transportation,64.8,PASSED
bitty baby doll clothes,180,$0.36,Kids_&_Teens_Lifestyle,64.8,PASSED
wooden dolls cradle,720,$0.09,Home_Furnishings,64.8,PASSED
baseball cleat,280,$0.23,Sports_&_Recreation,64.4,PASSED
christian dvd movies,320,$0.20,Arts_&_Entertainment,64,PASSED
flowers that attract bees,1600,$0.04,Health_&_Wellness,64,PASSED
houseboats for sale florida,1600,$0.04,Travel,64,PASSED
anemia treatment foods,1600,$0.04,Health_&_Wellness,64,PASSED
standard schnauzer rescue,320,$0.20,Animals,64,PASSED
prayer shawl pattern,1600,$0.04,Arts_&_Entertainment,64,PASSED
duplex plans 3 bedroom,320,$0.20,Real_Estate,64,PASSED
diet for gallstones,1600,$0.04,Health_&_Wellness,64,PASSED
recollections scrapbook,320,$0.20,Arts_&_Entertainment,64,PASSED
size 20 crochet thread,320,$0.20,Arts_&_Entertainment,64,PASSED
illinois pocket watch,1600,$0.04,Jewelry_&_Watches,64,PASSED
eas protein drink,320,$0.20,Food_&_Drinks,64,PASSED
broken jewelry,320,$0.20,Beauty_&_Fragrance,64,PASSED
sports display cases,210,$0.30,Home_Improvement,63,PASSED
canasta playing cards,210,$0.30,Hobbies_&_Recreation,63,PASSED
door fly screen,210,$0.30,Home_Improvement,63,PASSED
new releases dvds,350,$0.18,Arts_&_Entertainment,63,PASSED
used ford car parts,140,$0.45,Vehicles_&_Transportation,63,PASSED
pump rebuild kit,90,$0.70,Tools_&_Hardware,62.99999999999999,PASSED
afghan patterns crochet,330,$0.19,Arts_&_Entertainment,62.7,PASSED
ertl toy tractors,480,$0.13,Toys,62.400000000000006,PASSED
easy crafts to make,480,$0.13,Home_Improvement,62.400000000000006,PASSED
ford ranger bed liner,480,$0.13,Home_Improvement,62.400000000000006,PASSED
dan dee stuffed animals,480,$0.13,Home_Furnishings,62.400000000000006,PASSED
edible rice paper,390,$0.16,Food_&_Drinks,62.4,PASSED
surface accessories,260,$0.24,Home_Furnishings,62.4,PASSED
intex replacement liner,390,$0.16,Home_Improvement,62.4,PASSED
antique trays,390,$0.16,Home_Improvement,62.4,PASSED
cedar chest locks,390,$0.16,Home_Furnishings,62.4,PASSED
doll making kits,390,$0.16,Toys,62.4,PASSED
intex replacement liners,390,$0.16,Home_Furnishings,62.4,PASSED
life size alien statue,390,$0.16,Home_Improvement,62.4,PASSED
first commemorative mint,390,$0.16,Reference,62.4,PASSED
ceramic powder,390,$0.16,Manufacturing,62.4,PASSED
aquarium bulbs,260,$0.24,Home_Improvement,62.4,PASSED
replacement lantern globe,260,$0.24,Home_Furnishings,62.4,PASSED
freezable koozie,260,$0.24,Home_Kitchen_&_Housewares,62.4,PASSED
alloy wheels repairs,60,$1.03,Vehicles_&_Transportation,61.8,PASSED
robert wood painting,880,$0.07,Arts_&_Entertainment,61.60000000000001,PASSED
fostoria american pattern,880,$0.07,Home_Improvement,61.60000000000001,PASSED
galvanized steel studs,140,$0.44,Home_Improvement,61.6,PASSED
cheap rugby shirts,140,$0.44,Clothing_&_Shoes,61.6,PASSED
motor brushes by size,170,$0.36,Tools_&_Hardware,61.2,PASSED
second hand tables,170,$0.36,Home_Furnishings,61.2,PASSED
ministers manual,170,$0.36,Business,61.2,PASSED
air tool parts,170,$0.36,Tools_&_Hardware,61.2,PASSED
old car parts for sale,170,$0.36,Vehicles_&_Transportation,61.2,PASSED
acer batteries,170,$0.36,Electronics,61.2,PASSED
cardboard corrugated,50,$1.22,Home_Improvement,61,PASSED
opera posters,320,$0.19,Arts_&_Entertainment,60.8,PASSED
skywatcher mounts,320,$0.19,Home_Improvement,60.8,PASSED
tv set top boxes,320,$0.19,Electronics,60.8,PASSED
norman rockwell calendars,320,$0.19,Arts_&_Entertainment,60.8,PASSED
tracker boats used,320,$0.19,Vehicles_&_Transportation,60.8,PASSED
motorcraft filters,320,$0.19,Vehicles_&_Transportation,60.8,PASSED
ac delco shocks,320,$0.19,Tools_&_Hardware,60.8,PASSED
12 volt tv dvd combo,320,$0.19,Home_Entertainment,60.8,PASSED
boat fuel tank parts,320,$0.19,Tools_&_Hardware,60.8,PASSED
auto body side moulding,320,$0.19,Vehicles_&_Transportation,60.8,PASSED
used tracker boats,320,$0.19,Vehicles_&_Transportation,60.8,PASSED
oriental fabric,320,$0.19,Home_Furnishings,60.8,PASSED
fuel tank covers,320,$0.19,Home_Furnishings,60.8,PASSED
history channel dvd,320,$0.19,Arts_&_Entertainment,60.8,PASSED
moeller marine fuel tanks,320,$0.19,Vehicles_&_Transportation,60.8,PASSED
lincoln town car parts,320,$0.19,Vehicles_&_Transportation,60.8,PASSED
mills farm fleet,320,$0.19,Business,60.8,PASSED
insertion extraction tool,90,$0.67,Office_Products,60.3,PASSED
galaxy tablet covers,140,$0.43,Electronics,60.2,PASSED
used band saws,1000,$0.06,Tools_&_Hardware,60,PASSED
johnson bros england china,1000,$0.06,Home_Furnishings,60,PASSED
old vinyl records value,1000,$0.06,Business,60,PASSED
accordion for sale used,1000,$0.06,Vehicles_&_Transportation,60,PASSED
funny warning signs,1000,$0.06,Arts_&_Entertainment,60,PASSED
1950s pickup trucks,1000,$0.06,Vehicles_&_Transportation,60,PASSED
cracker barrel clothing,600,$0.10,Clothing_&_Shoes,60,PASSED
used truck tool boxes,1000,$0.06,Tools_&_Hardware,60,PASSED
cub cadet lt1045 parts,260,$0.23,Home_Improvement,59.8,PASSED
air force unit patches,260,$0.23,Arts_&_Entertainment,59.8,PASSED
unstuffed animals,260,$0.23,Toys,59.8,PASSED
huffy bike accessories,260,$0.23,Vehicles_&_Transportation,59.8,PASSED
bass boat parts,260,$0.23,Vehicles_&_Transportation,59.8,PASSED
used ford tractor parts,260,$0.23,Vehicles_&_Transportation,59.8,PASSED
carpet stretching tools,260,$0.23,Home_Improvement,59.8,PASSED
used atv plows,260,$0.23,Tools_&_Hardware,59.8,PASSED
log mobile homes,260,$0.23,Real_Estate,59.8,PASSED
citizen watch repairs,130,$0.46,Jewelry_&_Watches,59.8,PASSED
ashitaba tea,260,$0.23,Health_&_Wellness,59.8,PASSED
cheap vinyl records online,260,$0.23,Arts_&_Entertainment,59.8,PASSED
truck ford f 150,40,$1.49,Vehicles_&_Transportation,59.6,PASSED
used scales,40,$1.49,Home_&_Housewares,59.6,PASSED
used glass display cases,170,$0.35,Home_Furnishings,59.49999999999999,PASSED
handicap handrails,170,$0.35,Home_Improvement,59.49999999999999,PASSED
used vespa scooter,590,$0.10,Vehicles_&_Transportation,59,PASSED
african lace fabric,590,$0.10,Clothing_&_Shoes,59,PASSED
john deere collectibles,590,$0.10,Home_Improvement,59,PASSED
armstrong tiles ceiling,50,$1.18,Home_Furnishings,59,PASSED
handbells for sale,590,$0.10,Home_Furnishings,59,PASSED
buy live fish,590,$0.10,Animals,59,PASSED
bendpak parts,210,$0.28,Tools_&_Hardware,58.8,PASSED
artificial aquarium coral,210,$0.28,Animals,58.8,PASSED
better homes towels,210,$0.28,Home_Furnishings,58.8,PASSED
kravet fabric outlet,140,$0.42,Home_Furnishings,58.8,PASSED
travelpro parts,210,$0.28,Vehicles_&_Transportation,58.8,PASSED
plastic bumper paint,210,$0.28,Home_Improvement,58.8,PASSED
atv muffler,390,$0.15,Tools_&_Hardware,58.5,PASSED
nao figurines,390,$0.15,Toys,58.5,PASSED
murano glass figurines,390,$0.15,Arts_&_Entertainment,58.5,PASSED
antique japanese furniture,390,$0.15,Home_Furnishings,58.5,PASSED
cheap rat cages,390,$0.15,Animals,58.5,PASSED
cpu motherboard combo deals,390,$0.15,Electronics,58.5,PASSED
howard rotavator,390,$0.15,Home_Improvement,58.5,PASSED
alphabet letter designs,80,$0.73,Arts_&_Entertainment,58.4,PASSED
healthy cooking oils,2900,$0.02,Health_&_Wellness,58,PASSED
pioneer woman beef stew,2900,$0.02,Food_&_Drinks,58,PASSED
grace before meals,2900,$0.02,Health_&_Wellness,58,PASSED
floral craft supplies,170,$0.34,Home_Improvement,57.8,PASSED
lg vacuum parts,170,$0.34,Home_Appliances,57.8,PASSED
auto carpet kits,170,$0.34,Home_Improvement,57.8,PASSED
antique piano bench,720,$0.08,Home_Furnishings,57.6,PASSED
baja motorsports,720,$0.08,Vehicles_&_Transportation,57.6,PASSED
staffordshire figurines,720,$0.08,Collectibles,57.6,PASSED
cross hydraulic valve,320,$0.18,Tools_&_Hardware,57.599999999999994,PASSED
fisher price swing parts,480,$0.12,Toys,57.599999999999994,PASSED
pressure cooker manuals,320,$0.18,Home_Kitchen_Hardware,57.599999999999994,PASSED
crates saddles,320,$0.18,Riding_Horses_&_Equestrian,57.599999999999994,PASSED
diecast model kits,480,$0.12,Toys,57.599999999999994,PASSED
new paperback releases,320,$0.18,Books_&_Literature,57.599999999999994,PASSED
ear trumpet for sale,320,$0.18,Home_Improvement,57.599999999999994,PASSED
12 inch doll furniture,320,$0.18,Toys,57.599999999999994,PASSED
lion brand chunky yarn,320,$0.18,Home_Furnishings,57.599999999999994,PASSED
zero turns mowers,50,$1.15,Home_Improvement,57.49999999999999,PASSED
fimco pump parts,140,$0.41,Tools_&_Hardware,57.4,PASSED
goodmans replacement parts,140,$0.41,Home_Improvement,57.4,PASSED
walbro carburetor kits,260,$0.22,Tools_&_Hardware,57.2,PASSED
haier appliance parts,110,$0.52,Home_Improvement,57.2,PASSED
graco pump parts,110,$0.52,Home_Improvement,57.2,PASSED
second hand stoves,110,$0.52,Home_Kitchen,57.2,PASSED
femme couture,260,$0.22,Clothing_&_Shoes,57.2,PASSED
anodizing dyes,260,$0.22,Business,57.2,PASSED
tractor fenders,260,$0.22,Tools_&_Hardware,57.2,PASSED
ball finials,260,$0.22,Home_Furnishings,57.2,PASSED
outside light covers,260,$0.22,Home_Furnishings,57.2,PASSED
bronze angel statue,260,$0.22,Arts_&_Entertainment,57.2,PASSED
bench grinder accessories,260,$0.22,Tools_&_Hardware,57.2,PASSED
clicgear golf push carts,260,$0.22,Vehicles_&_Transportation,57.2,PASSED
shifter karts for sale,1900,$0.03,Vehicles_&_Transportation,57,PASSED
laptop spare parts,210,$0.27,Office_Products,56.7,PASSED
automotive plastic repair,210,$0.27,Tools_&_Hardware,56.7,PASSED
vw stickers decals,210,$0.27,Home_Furnishings,56.7,PASSED
dance flags,210,$0.27,Arts_&_Entertainment,56.7,PASSED
baby foods for 6 months,20,$2.82,Food_&_Drinks,56.4,PASSED
opalescence pf,170,$0.33,Beauty_&_Fragrance,56.1,PASSED
cordless tool batteries,170,$0.33,Tools_&_Hardware,56.1,PASSED
furniture legs feet,170,$0.33,Home_Furnishings,56.1,PASSED
shade parts,170,$0.33,Beauty_&_Fragrance,56.1,PASSED
used golfcarts,100,$0.56,Vehicles_&_Transportation,56.00000000000001,PASSED
bird supplies wholesale,70,$0.80,Home_Furnishings,56,PASSED
case 580e parts,90,$0.62,Tools_&_Hardware,55.8,PASSED
volleyball shoe,250,$0.22,Clothing_&_Shoes,55,PASSED
color rite motorcycle paint,110,$0.50,Vehicles_&_Transportation,55,PASSED
chrome tubing,390,$0.14,Tools_&_Hardware,54.60000000000001,PASSED
12 inch dolls,390,$0.14,Toys,54.60000000000001,PASSED
honda used scooter,390,$0.14,Vehicles_&_Transportation,54.60000000000001,PASSED
lawn mower deck cleaner,390,$0.14,Home_Improvement,54.60000000000001,PASSED
wildlife curtains,390,$0.14,Home_Furnishings,54.60000000000001,PASSED
livestock trailers used,390,$0.14,Vehicles_&_Transportation,54.60000000000001,PASSED
dulcimer kits,390,$0.14,Home_Furnishings,54.60000000000001,PASSED
lanacane anti chafing gel,210,$0.26,Health_&_Wellness,54.6,PASSED
motorcycle fairing kit,210,$0.26,Vehicles_&_Transportation,54.6,PASSED
firefighter study guide,140,$0.39,Reference,54.6,PASSED
mask with filter,60,$0.91,Health_&_Wellness,54.6,PASSED
scaffolding used,70,$0.78,Home_Improvement,54.6,PASSED
exercise bikes parts,260,$0.21,Home_Improvement,54.6,PASSED
cooler liner,260,$0.21,Home_Furnishings,54.6,PASSED
greenhouse frames only,320,$0.17,Home_Improvement,54.400000000000006,PASSED
clearance pellet stoves,320,$0.17,Home_Improvement,54.400000000000006,PASSED
dodge magnum used,320,$0.17,Vehicles_&_Transportation,54.400000000000006,PASSED
dunroven house tea towels,170,$0.32,Home_Kitchen,54.4,PASSED
papermate refill,170,$0.32,Office_Products,54.4,PASSED
bearings for,40,$1.35,Tools_&_Hardware,54,PASSED
cheapest copy paper,50,$1.08,Office_Products,54,PASSED
mini shock absorbers,110,$0.49,Tools_&_Hardware,53.9,PASSED
easy crochet baby blankets,280,$0.19,Home_HomeImprovement,53.2,PASSED
lids for coffee mugs,140,$0.38,Kitchen_&_Housewares,53.2,PASSED
used metal detectors sale,590,$0.09,Business,53.1,PASSED
kiss collectibles,590,$0.09,Collectibles,53.1,PASSED
motorcycle helmets used,590,$0.09,Vehicles_&_Transportation,53.1,PASSED
syrup maple,100,$0.53,Food_&_Drinks,53,PASSED
metal truck toys,880,$0.06,Toys,52.8,PASSED
vhs movies for sale,880,$0.06,Arts_&_Entertainment,52.8,PASSED
used guitar case,480,$0.11,Arts_&_Entertainment,52.8,PASSED
battery uniden,110,$0.48,Electronics,52.8,PASSED
naval ships model,480,$0.11,Home_Improvement,52.8,PASSED
ballet dictionary,880,$0.06,Reference,52.8,PASSED
vintage car model kits,880,$0.06,Vehicles_&_Transportation,52.8,PASSED
old tiles for sale,480,$0.11,Home_Improvement,52.8,PASSED
cheap dart boards,170,$0.31,Home_Improvement,52.7,PASSED
edenpure replacement bulbs,170,$0.31,Home_Improvement,52.7,PASSED
water well drill,70,$0.75,Home_Improvement,52.5,PASSED
church pulpits acrylic,70,$0.75,Home_Furnishings,52.5,PASSED
dixie chopper belts,210,$0.25,Home_Improvement,52.5,PASSED
ovation guitar parts,210,$0.25,Home_Improvement,52.5,PASSED
jabsco marine,90,$0.58,Vehicles_&_Transportation,52.2,PASSED
mini cooper cup holder,260,$0.20,Vehicles_&_Transportation,52,PASSED
walking stick ferrules,260,$0.20,Home_Improvement,52,PASSED
brush fringe trim,260,$0.20,Beauty_&_Fragrance,52,PASSED
hairstyles women over 50,1300,$0.04,Beauty_&_Fragrance,52,PASSED
christian authors fiction,1300,$0.04,Books_&_Literature,52,PASSED
vintage pulsar watches,1300,$0.04,Jewelry_&_Watches,52,PASSED
tuskegee apparel,260,$0.20,Clothing_&_Shoes,52,PASSED
old fashioned beef stew,1300,$0.04,Food_&_Drinks,52,PASSED
discount cds,260,$0.20,Home_Furnishings,52,PASSED
stanley parts,260,$0.20,Tools_&_Hardware,52,PASSED
full sun flowering plants,1300,$0.04,Home_Improvement,52,PASSED
mccoy pottery cookie jars,1300,$0.04,Home_Furnishings,52,PASSED
diesel fuel filter housing,260,$0.20,Tools_&_Hardware,52,PASSED
clearance halloween props,260,$0.20,Home_Furnishings,52,PASSED
high potassium fruits,1300,$0.04,Health_&_Wellness,52,PASSED
tuff shed houses,1300,$0.04,Home_Improvement,52,PASSED
lawnboy replacement parts,140,$0.37,Home_Improvement,51.8,PASSED
korres sale,90,$0.57,Beauty_&_Fragrance,51.3,PASSED
garden shed windows,320,$0.16,Home_Improvement,51.2,PASSED
ho model trains for sale,320,$0.16,Toys,51.2,PASSED
shed clearance sale,320,$0.16,Home_Furnishings,51.2,PASSED
compact spare tire,320,$0.16,Vehicles_&_Transportation,51.2,PASSED
moda layer cakes,320,$0.16,Home_Furnishings,51.2,PASSED
18 inch doll patterns,320,$0.16,Home_Furnishings,51.2,PASSED
